Habitat,DEM,sDEM,hDEM,DSM,CHM,Aspect,Slope,Curvature,PlanCurv,ProfileCurv,NDVI,NDRE,NDWI,x,y,Wetland
3.0,15.88991928100586,15.437978744506836,16.319581985473633,17.295791625976562,1.8324813842773438,82.17733001708984,17.380327224731445,702.156494140625,485.5293884277344,-216.62709045410156,0.7612479329109192,0.10870082676410675,-0.5606134533882141,689033.0191526796,22459.06542501677,1
3.0,16.30309295654297,16.268964767456055,16.319581985473633,18.048057556152344,1.9613018035888672,218.6876983642578,18.011404037475586,260.0288391113281,195.8534393310547,-64.1753921508789,0.7961352467536926,0.16396582126617432,-0.5860769748687744,688941.5429886307,22450.067790315312,1
2.0,15.924763679504395,16.09288215637207,16.319581985473633,15.924763679504395,0.0,44.03001022338867,1.5136131048202515,-17.14918327331543,-13.634613990783691,3.5145697593688965,0.6512090563774109,0.14128926396369934,-0.5241512656211853,688975.1342357568,22444.069367181008,0
3.0,15.545454978942871,15.831594467163086,16.319581985473633,21.748308181762695,5.962547302246094,28.00722885131836,7.458410739898682,136.09674072265625,-13.027390480041504,-149.12413024902344,0.7529836893081665,0.2074042111635208,-0.6307697892189026,689316.7452221558,22444.069367181008,1
1.0,18.6219482421875,18.43307113647461,18.6219482421875,26.072057723999023,6.771574020385742,97.47224426269531,4.409722805023193,-57.553184509277344,53.550209045410156,111.1033935546875,0.7827858924865723,0.1710904836654663,-0.6410013437271118,688554.6438029811,22379.886239643933,1
2.0,17.804954528808594,17.606401443481445,17.804954528808594,17.804954528808594,0.0,199.5186004638672,2.117177724838257,-12.923346519470215,-2.230715036392212,10.692631721496582,0.3025275766849518,0.12706227600574493,-0.45535311102867126,688655.1176225103,22355.592625949994,0
1.0,16.719745635986328,16.935039520263672,16.719745635986328,20.86595916748047,3.764585494995117,151.4937286376953,14.773083686828613,-89.03079223632812,-243.20059204101562,-154.1697998046875,0.7168309092521667,0.1434556394815445,-0.6345527768135071,688722.3001167626,22355.592625949994,1
1.0,15.917381286621094,16.18063735961914,16.319581985473633,17.7063045501709,1.1037912368774414,107.78782653808594,21.305110931396484,283.46697998046875,90.32449340820312,-193.14248657226562,0.7421267032623291,0.14057517051696777,-0.5985996127128601,688777.185815192,22337.297435390363,1
3.0,17.31800079345703,16.544095993041992,17.31800079345703,17.61314582824707,0.43074607849121094,326.8293762207031,68.70941162109375,5293.927734375,3137.48193359375,-2156.44580078125,0.7478088736534119,0.23192591965198517,-0.6117910146713257,689188.6785924874,22334.298223823207,1
3.0,16.5578670501709,16.20699691772461,16.5578670501709,17.627126693725586,2.7800464630126953,299.2691955566406,9.98901653289795,64.8625717163086,58.69139099121094,-6.171178340911865,0.8071449398994446,0.20076091587543488,-0.6532602310180664,689045.3159485025,22316.003033263576,1
3.0,16.115522384643555,15.972921371459961,16.319581985473633,16.132905960083008,0.0,324.57421875,2.952056884765625,324.5216064453125,107.08365631103516,-217.4379425048828,0.6699791550636292,0.13659769296646118,-0.6091723442077637,688828.7723732786,22310.00461012927,1
1.0,15.55019474029541,15.459625244140625,16.319581985473633,15.55019474029541,0.0,163.939208984375,13.938953399658203,-466.2301940917969,-254.22183227539062,212.0083465576172,0.8058133721351624,0.2019493728876114,-0.6116334199905396,689173.382578171,22297.70784270394,1
3.0,16.28700065612793,16.30415153503418,16.319581985473633,18.76266098022461,2.4756603240966797,93.87423706054688,12.78735065460205,329.4626770019531,126.11016082763672,-203.35252380371094,0.7205991744995117,0.14482468366622925,-0.6401073336601257,688929.5461146571,22291.709419569637,1
2.0,15.511748313903809,15.37583065032959,16.319581985473633,15.511748313903809,0.0,181.65359497070312,3.08036732673645,-49.09515380859375,-7.134155750274658,41.96099853515625,0.10281550139188766,0.020796122029423714,-0.21839329600334167,689161.3857041973,22279.41265214431,0
2.0,16.656755447387695,16.840219497680664,16.663694381713867,16.656755447387695,0.0,294.01397705078125,13.785935401916504,74.29547119140625,-37.940189361572266,-112.23565673828125,0.25084933638572693,0.13735494017601013,-0.4342954754829407,688667.4144183333,22270.41501744285,0
3.0,15.77798080444336,15.645254135131836,16.319581985473633,15.77798080444336,0.0,77.77397918701172,9.8072509765625,-147.43487548828125,-19.25244140625,128.18243408203125,0.6926767230033875,0.13011783361434937,-0.6068053841590881,688956.8390029471,22264.116673151828,1
2.0,16.29123306274414,16.547744750976562,16.319581985473633,16.416933059692383,0.0,238.58383178710938,0.5538226962089539,11.545817375183105,13.860088348388672,2.3142714500427246,0.09783885627985,0.02716882713139057,-0.228555828332901,689112.1985209056,22258.118250017524,0
2.0,16.331092834472656,16.575117111206055,16.331092834472656,17.951656341552734,1.9517745971679688,306.6539306640625,9.338948249816895,-47.32767868041992,-3.556676149368286,43.770999908447266,0.7824763655662537,0.16551482677459717,-0.6279135942459106,689017.7231383632,22255.11903845037,0
2.0,17.395349502563477,17.219629287719727,17.395349502563477,17.395349502563477,0.0,304.6174621582031,0.11469904333353043,-37.712520599365234,-29.61807632446289,8.09444522857666,0.5241020917892456,0.1198204830288887,-0.5417842268943787,688755.5914420395,22252.119826883216,0
3.0,16.155357360839844,16.619049072265625,16.44902229309082,19.228626251220703,3.0732688903808594,335.7850036621094,21.86004638671875,-524.4552001953125,-147.08523559570312,377.36993408203125,0.793577253818512,0.16809292137622833,-0.6140637397766113,688835.0707321147,22242.82227102504,1
3.0,16.066905975341797,16.541217803955078,16.319581985473633,19.23186492919922,3.164958953857422,301.29052734375,21.967987060546875,79.93592071533203,117.9701919555664,38.03427505493164,0.8253772258758545,0.20031630992889404,-0.6460058689117432,688923.2477558209,22203.232678338623,1
2.0,16.144338607788086,16.349328994750977,16.319581985473633,16.144338607788086,0.0,92.64844512939453,1.2907001972198486,-1.5958150625228882,0.6517801284790039,2.2475950717926025,0.4006366729736328,0.17102786898612976,-0.4692818224430084,689060.3120409696,22184.93748777899,0
2.0,16.08517074584961,16.271528244018555,16.319581985473633,16.08517074584961,0.0,141.53472900390625,1.6478354930877686,15.76529598236084,9.000655174255371,-6.764640808105469,0.3596765995025635,0.1518355756998062,-0.5551577210426331,689075.608055286,22184.93748777899,0
